A01nficha;A01uf_mor;localidade_mor;setor_distrito_mor;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf_mor;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor;starttime;A01uf_dom;localidade_dom;setor_distrito_dom;A01ncriancas;A01npessoas13;A01npessoas;B01;B02;B02_1;B02_1_1;B02_2;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13;B13_1;B13_2;B13_3;B13_3_1_1;B13_3_1_2;B13_3_1_3;B13_3_1_4;B13_3_1_5;B13_3_1_88888;B14;B14_1;B14_1_1_1;B14_1_1_2;B14_1_1_3;B14_1_1_88888;B15;B15_1;B15_2;B15_3;B15_3_1_1;B15_3_1_2;B15_3_1_3;B15_3_1_88888;B16;B16_1;B16_2;B16_2_1_1;B16_2_1_2;B16_2_1_3;B16_2_1_4;B16_2_1_5;B16_2_1_88888;B17_1;B17_1_1;B17_2;B17_2_1;B17_2_2;B17_3;B17_4;B18_1;B18_2;B18_3;B19_1;B19_2;B19_3;B19_4;B19_5;B20;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1;C05;C05_1_1;C05_1_2;C06_1;C06_2;C07_1;C07_2;C07_3;C07_4;C07_5;C07_6;C07_7;C07_8;C07_9;C07_10;C07_11;C07_12;C07_13;C08;C08_1;C09;C09_1;C09_2;C10_1;C10_2;C10_3;C10_4;C11;C11_1;C11_2;C11_3;C11_4;D15;D16_1;D16_2;D16_3;D16_4;D16_5;grupo_ped;UPT;criterio_brasil;arranjos;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;infla_ipcadf_dom;peso_dom;localidade
05595;52;5241;43;05595-3;3;52;99999;99999;52;1;1;99999;10;99999;2;99999;99999;4;2;99999;2;1;05595-1;1;3;4;4;4;4;76;22;76220390;99999;99999;30;30;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;2;99999;99999;2;99999;99999;1;10;0;40;1;41;2;1;2;2;2;2;2;99999;2;2;3;99999;99999;99999;2;1;1320;1354,007186;0;0;99999;99999;88888;99999;8;99999;99999;0,974884044;1;2;2;3;151,9940336;2024-01-09 13:15:00;52;5241;43;0;3;3;1;1;2;99999;2;1;99999;99999;1;1;2;2;6;2;2;1;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;1;3;1;2;1;1;1;1;2;2;2;2;2;1;3;2;99999;1;2;99999;99999;1;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;1;2;99999;2;99999;99999;41;41;41;41;1;0;3;0;0;2;99999;99999;99999;99999;99999;99999;99999;4;3;99999;99999;99999;99999;0.974884043502929;253.787500071735;5241
05649;52;5241;43;05649-1;1;39;99999;99999;39;1;1;99999;10;99999;1;2;99999;4;88888;99999;1;2;99999;1;4;4;4;4;4;76;22;76220290;99999;99999;13;13;99999;99999;7652;5241;2;88888;99999;1;0;1;0;1;2;1;2;2;88888;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;5;0;40;1;1;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;7;99999;99999;0,993036589;1;2;2;5;274,0043396;2024-05-06 16:19:00;52;5241;43;1;4;5;1;1;2;99999;2;1;99999;99999;88888;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;88888;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;3;1;1;88888;1;2;1;1;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;1;1;1;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;4;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05649;52;5241;43;05649-2;2;38;99999;99999;38;2;2;99999;8;99999;16;99999;99999;1;12;99999;1;2;99999;2;4;4;4;4;4;76;22;76220290;99999;99999;13;13;99999;99999;7652;5241;3;2;99999;1;0;0;0;1;2;1;2;2;1;1;1;41;2;1;4;17;1;1;99999;1;1;3;41;2;1;2;2;2;2;2;2;2;99999;2;2;7;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,993036589;1;2;2;2;267,5535261;2024-05-06 16:19:00;52;5241;43;1;4;5;1;1;2;99999;2;1;99999;99999;88888;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;88888;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;3;1;1;88888;1;2;1;1;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;1;1;1;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;4;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05649;52;5241;43;05649-3;3;20;99999;99999;20;2;2;99999;8;99999;5;99999;99999;1;3;99999;1;3;99999;2;4;4;4;4;4;76;22;76220290;99999;99999;6;6;7653;765309;7652;5241;1;1;9;1;0;0;1;1;2;1;2;2;1;2;4;3;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,993036589;1;2;2;5;231,1836467;2024-05-06 16:19:00;52;5241;43;1;4;5;1;1;2;99999;2;1;99999;99999;88888;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;88888;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;3;1;1;88888;1;2;1;1;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;1;1;1;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;4;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05649;52;5241;43;05649-4;4;20;99999;99999;20;2;2;99999;8;99999;5;99999;99999;4;3;99999;1;3;99999;2;3;4;4;4;4;76;22;76220290;99999;99999;13;13;99999;99999;7652;5241;1;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,993036589;1;2;2;5;231,1836467;2024-05-06 16:19:00;52;5241;43;1;4;5;1;1;2;99999;2;1;99999;99999;88888;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;88888;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;3;1;1;88888;1;2;1;1;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;1;1;1;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;4;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05649;52;5241;43;05649-5;5;11;99999;99999;11;2;99999;99999;99999;99999;5;99999;99999;1;3;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;11;11;99999;99999;7652;5241;99999;99999;99999;1;0;0;0;1;2;1;2;2;1;1;1;41;2;2;99999;99999;1;1;99999;1;1;1;41;2;2;2;2;2;2;2;2;1;99999;9;1;4;6;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;7;0;0;0,993036589;99999;99999;99999;2;188,2678855;2024-05-06 16:19:00;52;5241;43;1;4;5;1;1;2;99999;2;1;99999;99999;88888;1;2;1;5;2;1;1;2;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;88888;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;3;1;1;88888;1;2;1;1;2;2;1;2;2;99999;2;99999;2;99999;99999;99999;1;1;1;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;4;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;7;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05666;52;5241;43;05666-1;1;52;1971-06-25;99999;99999;1;1;99999;10;99999;1;1;05666-2;4;1;99999;2;1;05666-2;1;3;4;3;4;4;76;31;76313930;99999;99999;22;22;99999;99999;7652;5241;2;1;3;1;0;0;1;1;2;1;1;2;1;1;1;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;1;1412;1421,901283;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;14;1412;1421,901283;0,993036589;1;2;2;2;151,9940336;2024-05-02 11:00:00;52;5241;43;1;3;4;1;1;2;99999;2;1;99999;99999;2;2;2;2;5;2;1;2;2;1;1;1;0;0;0;0;0;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;2;99999;1;1;0;0;0;0;0;2;99999;2;99999;99999;1;2;1;1;2;1;1;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;3;3;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05666;52;5241;43;05666-2;2;51;1972-05-29;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;05666-1;1;4;4;4;4;4;76;31;76313930;99999;99999;20;20;99999;99999;7652;5241;2;1;3;1;0;1;0;1;2;1;1;2;1;1;4;3;2;1;4;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;1;15;0;40;1;20;1;2;2;2;2;2;2;99999;1;5;3;99999;99999;99999;2;2;1600;1611,219584;0;0;99999;99999;88888;99999;20;99999;99999;0,993036589;1;2;2;5;107,6092576;2024-05-02 11:00:00;52;5241;43;1;3;4;1;1;2;99999;2;1;99999;99999;2;2;2;2;5;2;1;2;2;1;1;1;0;0;0;0;0;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;2;99999;1;1;0;0;0;0;0;2;99999;2;99999;99999;1;2;1;1;2;1;1;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;3;3;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05666;52;5241;43;05666-3;3;27;1996-11-11;99999;99999;2;2;99999;8;99999;4;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;99999;99999;20;20;99999;99999;7652;5241;1;88888;99999;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;2;1;1;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;1;1;2;99999;99999;2;99999;99999;1;0;6;40;1;3;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;1412;1421,901283;0;0;99999;99999;88888;99999;14;99999;99999;0,993036589;1;2;2;7;210,7845276;2024-05-02 11:00:00;52;5241;43;1;3;4;1;1;2;99999;2;1;99999;99999;2;2;2;2;5;2;1;2;2;1;1;1;0;0;0;0;0;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;2;99999;1;1;0;0;0;0;0;2;99999;2;99999;99999;1;2;1;1;2;1;1;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;3;3;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05666;52;5241;43;05666-4;4;6;99999;99999;6;2;99999;99999;99999;99999;10;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;6;6;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;1;41;2;1;2;2;2;2;2;2;2;99999;2;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,993036589;99999;99999;99999;1;282,7865299;2024-05-02 11:00:00;52;5241;43;1;3;4;1;1;2;99999;2;1;99999;99999;2;2;2;2;5;2;1;2;2;1;1;1;0;0;0;0;0;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;2;99999;1;1;0;0;0;0;0;2;99999;2;99999;99999;1;2;1;1;2;1;1;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;1;0;1;1;0;0;0;0;1;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;3;3;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.993036589108391;253.787500071735;5241
05705;52;5241;43;05705-1;1;57;1967-03-13;99999;99999;2;2;99999;8;99999;1;99999;99999;4;2;99999;5;2;99999;2;2;4;3;3;2;76;29;76290390;99999;99999;5;5;7653;765309;7652;5241;6;99999;99999;1;0;1;0;1;2;1;2;2;1;1;1;9;2;1;2;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;1;1600;90309,62846;1;20;0;40;1;3;1;2;2;2;2;2;2;99999;1;8;4;99999;99999;99999;2;2;88888;99999;0;0;99999;99999;88888;99999;10;99999;99999;0,984258285;1;2;2;2;132,7216726;2024-03-13 09:53:00;52;5241;43;0;1;1;1;2;2;99999;1;2;506;99999;2;1;2;5;5;1;1;1;1;1;2;99999;99999;99999;99999;99999;99999;1;2;99999;99999;99999;99999;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;4;1;2;5;1;2;2;2;1;1;2;2;2;2;1;2;99999;2;99999;2;99999;99999;99999;1;1;1;2;2;1;1;0;1;0;0;1;0;0;1;0;0;1;2;99999;2;99999;99999;9;41;41;41;2;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;6;1;99999;99999;99999;99999;0.984258284744242;253.787500071735;5241
05786;52;5241;43;05786-1;1;60;1963-12-28;99999;99999;2;2;99999;8;99999;1;1;05786-2;4;1;99999;4;2;99999;1;4;4;4;4;4;76;21;76210160;99999;99999;20;20;99999;99999;7652;5241;6;2;99999;2;1;0;1;1;1;1;1;2;1;2;1;3;1;1;5;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;16;1;4;2;2;1;20000;20515,26039;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;5;20000;20515,26039;0,974884044;1;2;2;7;123,9342705;2024-01-26 14:12:00;52;5241;43;0;3;3;1;1;2;99999;2;1;99999;99999;1;1;2;1;11;3;4;1;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;1;1;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;1;5;1;1;2;2;2;1;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;1;1;2;1;0;2;0;0;1;0;0;4;3;0;2;2;99999;2;99999;99999;41;41;41;41;1;2;0;0;0;2;99999;99999;99999;99999;99999;99999;99999;2;2;99999;99999;99999;99999;0.974884043502929;253.787500071735;5241
05786;52;5241;43;05786-2;2;27;99999;99999;27;1;1;99999;10;99999;5;99999;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;99999;99999;20;20;99999;99999;7652;5241;1;2;99999;2;0;0;1;1;1;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;12;2;2;2;99999;99999;2;99999;99999;1;5;0;40;1;3;2;1;2;2;2;2;2;99999;2;5;3;99999;99999;99999;1;1;11000;11283,39321;0;0;99999;99999;88888;99999;4;99999;99999;0,974884044;1;2;2;7;314,2108888;2024-01-26 14:12:00;52;5241;43;0;3;3;1;1;2;99999;2;1;99999;99999;1;1;2;1;11;3;4;1;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;1;1;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;1;5;1;1;2;2;2;1;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;1;1;2;1;0;2;0;0;1;0;0;4;3;0;2;2;99999;2;99999;99999;41;41;41;41;1;2;0;0;0;2;99999;99999;99999;99999;99999;99999;99999;2;2;99999;99999;99999;99999;0.974884043502929;253.787500071735;5241
05786;52;5241;43;05786-3;3;25;99999;99999;25;2;2;99999;8;99999;5;99999;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;99999;99999;18;18;99999;99999;7652;5241;1;2;99999;1;1;0;1;1;1;1;1;2;2;99999;99999;99999;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;11;2;2;2;99999;99999;2;99999;99999;1;3;0;40;1;1;2;1;2;2;2;2;2;99999;2;6;1;1;99999;99999;99999;1;18000;18463,73435;0;0;99999;99999;88888;99999;2;99999;99999;0,974884044;1;2;2;7;210,7845276;2024-01-26 14:12:00;52;5241;43;0;3;3;1;1;2;99999;2;1;99999;99999;1;1;2;1;11;3;4;1;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;0;0;0;1;1;1;2;99999;99999;99999;99999;1;1;2;99999;99999;99999;99999;99999;99999;1;1;1;1;5;1;1;2;2;2;1;2;2;2;1;1;1;2;2;99999;2;99999;99999;99999;1;1;1;1;1;2;1;0;2;0;0;1;0;0;4;3;0;2;2;99999;2;99999;99999;41;41;41;41;1;2;0;0;0;2;99999;99999;99999;99999;99999;99999;99999;2;2;99999;99999;99999;99999;0.974884043502929;253.787500071735;5241
05935;52;5241;43;05935-1;1;44;1980-01-14;99999;99999;1;1;99999;10;99999;1;1;05935-2;2;1;99999;2;1;05935-2;2;4;4;4;4;4;76;29;76290390;99999;99999;14;14;99999;99999;7652;5241;2;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;41;2;99999;99999;99999;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;10;0;0;0,982195674;1;2;2;8;191,6599601;2024-02-29 13:21:00;52;5241;43;1;2;3;1;1;2;99999;2;3;99999;350;99999;1;2;2;4;1;1;88888;2;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;2;5;1;1;1;2;2;1;2;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
05935;52;5241;43;05935-2;2;45;99999;99999;45;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;05935-1;2;4;4;4;4;4;76;21;76211000;99999;99999;20;20;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;3;22;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;1;2;1;2;99999;99999;2;99999;99999;1;2;0;40;1;1;1;2;2;2;2;2;2;99999;1;7;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;6;99999;99999;0,982195674;1;2;2;2;171,5223175;2024-02-29 13:21:00;52;5241;43;1;2;3;1;1;2;99999;2;3;99999;350;99999;1;2;2;4;1;1;88888;2;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;2;5;1;1;1;2;2;1;2;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
05935;52;5241;43;05935-3;3;6;99999;99999;6;2;99999;99999;99999;99999;4;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;6;6;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;41;2;99999;99999;99999;1;1;99999;1;1;2;41;2;1;2;2;2;2;2;2;2;99999;2;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;1;282,7865299;2024-02-29 13:21:00;52;5241;43;1;2;3;1;1;2;99999;2;3;99999;350;99999;1;2;2;4;1;1;88888;2;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;1;2;5;1;1;1;2;2;1;2;2;2;2;1;1;1;2;99999;1;2;99999;99999;1;1;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;3;99999;99999;99999;99999;0.982195673829201;253.787500071735;5241
05938;52;5241;43;05938-1;1;36;1987-07-21;99999;99999;1;1;99999;10;99999;1;99999;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;99999;99999;28;28;99999;99999;7652;5241;6;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;2;99999;99999;1;17;0;40;1;41;2;1;2;2;2;2;2;99999;2;2;7;99999;1;1;99999;1;3000;3031,308245;0;0;99999;99999;88888;99999;7;99999;99999;0,989671705;1;2;2;2;274,0043396;2024-04-25 15:36:00;52;5241;43;0;1;1;1;1;2;99999;2;2;560;99999;2;2;1;2;3;1;1;1;2;2;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;2;2;99999;99999;99999;99999;1;2;1;1;0;0;0;0;0;1;2;2;99999;99999;2;2;2;2;2;1;2;2;2;2;2;1;1;2;99999;1;1;99999;99999;1;1;1;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;2;99999;2;99999;99999;41;41;41;41;1;0;1;0;0;2;99999;99999;99999;99999;99999;99999;99999;6;1;99999;99999;99999;99999;0.989671705310335;253.787500071735;5241
06013;52;5241;43;06013-1;1;37;99999;99999;37;1;1;99999;10;99999;1;1;06013-2;1;1;99999;2;1;06013-2;1;4;4;4;4;4;76;53;7653;99999;99999;10;10;7653;765309;7652;5241;6;2;99999;1;0;0;1;1;1;1;1;2;1;1;1;9;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;1;1;0;36;1;41;2;1;2;2;2;2;2;99999;2;2;3;99999;99999;99999;1;1;1412;1426,735747;300;303,1308245;99999;99999;0;0;14;1712;1729,866572;0,989671705;1;2;2;5;274,0043396;2024-04-18 16:14:00;52;5241;43;0;2;2;1;1;2;99999;2;5;99999;99999;99999;2;1;2;5;2;1;1;1;1;2;99999;99999;99999;99999;99999;99999;2;1;1;0;0;0;1;2;1;2;99999;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;1;5;2;99999;99999;1;2;2;2;1;1;2;2;1;2;1;1;1;2;99999;2;99999;99999;99999;1;1;1;2;1;1;0;0;1;1;0;1;0;0;0;1;0;1;2;99999;2;99999;99999;9;9;41;41;1;3;2;0;0;2;99999;99999;99999;99999;99999;99999;99999;5;6;99999;99999;99999;99999;0.989671705310335;253.787500071735;5241
