A01nficha;A01uf_mor;localidade_mor;setor_distrito_mor;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf_mor;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor;starttime;A01uf_dom;localidade_dom;setor_distrito_dom;A01ncriancas;A01npessoas13;A01npessoas;B01;B02;B02_1;B02_1_1;B02_2;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;B13;B13_1;B13_2;B13_3;B13_3_1_1;B13_3_1_2;B13_3_1_3;B13_3_1_4;B13_3_1_5;B13_3_1_88888;B14;B14_1;B14_1_1_1;B14_1_1_2;B14_1_1_3;B14_1_1_88888;B15;B15_1;B15_2;B15_3;B15_3_1_1;B15_3_1_2;B15_3_1_3;B15_3_1_88888;B16;B16_1;B16_2;B16_2_1_1;B16_2_1_2;B16_2_1_3;B16_2_1_4;B16_2_1_5;B16_2_1_88888;B17_1;B17_1_1;B17_2;B17_2_1;B17_2_2;B17_3;B17_4;B18_1;B18_2;B18_3;B19_1;B19_2;B19_3;B19_4;B19_5;B20;C01;C01_1;C02;C02_1;C03;C03_1;C04;C04_1;C05;C05_1_1;C05_1_2;C06_1;C06_2;C07_1;C07_2;C07_3;C07_4;C07_5;C07_6;C07_7;C07_8;C07_9;C07_10;C07_11;C07_12;C07_13;C08;C08_1;C09;C09_1;C09_2;C10_1;C10_2;C10_3;C10_4;C11;C11_1;C11_2;C11_3;C11_4;D15;D16_1;D16_2;D16_3;D16_4;D16_5;grupo_ped;UPT;criterio_brasil;arranjos;renda_domiciliar;renda_domiciliar_r;renda_domiciliar_pc;renda_domiciliar_pc_r;infla_ipcadf_dom;peso_dom;localidade
03798;52;5242;49;03798-4;4;6;99999;99999;6;2;;99999;;99999;10;;99999;4;1;99999;;;99999;;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;;;0;0;0;0;2;;;;;2;;;;2;;;;2;1;;1;1;2;40;2;1;2;2;2;2;2;2;2;;2;2;2;1;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;1;;;;1;17,39921514;2024-07-14 14:02:00;52;5242;49;2;2;4;1;1;2;;2;1;;;1;1;1;4;6;2;2;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;2;;1;1;0;0;0;0;0;2;;2;;;2;2;2;2;2;1;2;2;2;2;2;2;;2;;2;;;;1;1;1;2;2;1;1;0;2;0;0;0;0;0;0;0;0;1;2;;2;;;42;59;59;59;2;;;;;1;1;2;2;2;2;;;6;2;;;;;1,0;23,4277408452712;5242
03867;52;5242;49;03867-1;1;68;99999;99999;68;1;1;99999;5;99999;1;1;03867-2;1;1;99999;2;1;03867-2;1;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;0;0;0;0;2;;;;;2;;;;2;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;77777;99999;0;0;7;;99999;1;1;2;2;8;9,368808155;2024-07-13 12:51:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;2;6;3;2;1;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;2;2;2;2;1;1;1;2;2;1;1;1;2;;1;1;;;1;1;1;2;2;1;1;1;0;0;0;1;0;0;0;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;1;2;1;2;2;2;;;6;6;;;;;1,0;23,4277408452712;5242
03867;52;5242;49;03867-2;2;64;99999;99999;64;2;2;99999;5;99999;2;;99999;1;1;99999;2;1;03867-1;2;3;3;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;0;0;0;0;2;;;;;2;;;;2;1;3;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;20;0,0;0;1;1;2;2;8;12,53157757;2024-07-13 12:51:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;2;6;3;2;1;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;2;2;2;2;1;1;1;2;2;1;1;1;2;;1;1;;;1;1;1;2;2;1;1;1;0;0;0;1;0;0;0;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;1;2;1;2;2;2;;;6;6;;;;;1,0;23,4277408452712;5242
03966;52;5242;49;03966-1;1;75;99999;99999;75;2;2;99999;5;99999;1;;99999;1;5;99999;5;2;99999;1;3;4;4;4;4;76;52;76520620;1;;59;40;7652;;7652;5242;6;;;1;0;0;1;1;2;1;2;2;1;1;1;40;2;1;1;17;1;2;1;;;;;;;;;;;;;;;;;;;;;16;1;3;2;2;;;99999;1;2000;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;2000;2000;0;0;40;4000,0;4000;1;1;2;2;7;10,16547551;2024-07-09 14:36:00;52;5242;49;0;1;1;1;1;2;;2;1;;;1;1;1;1;9;3;1;1;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;1;2;;;;;;;2;;2;;;1;2;1;2;1;1;2;2;2;2;1;1;1;2;;1;1;;;1;1;1;2;2;1;1;0;1;1;0;1;0;0;1;1;0;2;2;;1;1;4;40;59;40;40;1;0;2;0;0;1;2;1;2;2;2;;;5;1;4000;4000.0;4000.0;4000.0;1,0;23,4277408452712;5242
03976;52;5242;49;03976-1;1;68;99999;99999;68;1;1;99999;5;99999;1;1;03976-2;4;4;99999;2;1;03976-2;1;4;4;4;4;4;76;52;76520580;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;5;2;4;2;2;1;1412;1412;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;14;1412,0;1412;1;1;2;2;2;9,368808155;2024-07-26 14:34:00;52;5242;49;0;2;2;1;1;2;;2;1;;;2;2;2;4;5;2;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;1;2;2;2;2;2;1;1;2;;1;1;;;3;;;2;;1;0;1;0;0;0;0;0;0;1;0;0;0;2;;2;;;42;59;59;59;1;0;1;0;0;2;;;;;;;;6;6;2824;2824.0;1412.0;1412.0;1,0;23,4277408452712;5242
03976;52;5242;49;03976-2;2;58;99999;99999;58;2;2;99999;5;99999;2;;99999;2;4;99999;2;1;03976-1;2;4;3;4;4;4;76;29;76290270;;;38;38;;;7652;5242;2;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;4;20;1;2;1;;;;;;;;;;;;;;;;;;;;;5;2;3;2;2;1;1412;1412;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;;1412,0;1412;1;1;2;2;2;10,83606161;2024-07-26 14:34:00;52;5242;49;0;2;2;1;1;2;;2;1;;;2;2;2;4;5;2;1;2;2;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;1;2;2;2;1;1;2;2;2;2;2;1;1;2;;1;1;;;3;;;2;;1;0;1;0;0;0;0;0;0;1;0;0;0;2;;2;;;42;59;59;59;1;0;1;0;0;2;;;;;;;;6;6;2824;2824.0;1412.0;1412.0;1,0;23,4277408452712;5242
03980;52;5242;49;03980-1;1;59;99999;99999;59;2;2;99999;5;99999;1;1;03980-2;1;4;99999;2;1;03980-2;2;3;4;4;4;4;76;24;76241250;;;8;8;7653;765301;7652;5242;8;2;;1;0;0;1;1;2;1;2;2;1;1;1;1;2;1;3;21;1;2;1;;;;;;;;;;;;;;;;;;;;;8;2;8;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;1412;1412;0;0;60;1412,0;1412;1;1;2;2;2;10,83606161;2024-07-19 13:27:00;52;5242;49;0;2;2;1;1;1;223;2;1;;;2;1;2;2;5;3;2;2;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;2;;1;0;0;1;0;0;0;2;;2;;;1;2;2;2;2;1;1;2;2;2;2;1;1;2;;2;;;;1;1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;1;2;;2;;;40;59;40;59;2;;;;;1;2;1;2;2;2;;;6;6;1412;1412.0;706.0;706.0;1,0;23,4277408452712;5242
03980;52;5242;49;03980-2;2;54;99999;99999;54;1;1;99999;5;99999;2;;99999;2;4;99999;2;1;03980-1;2;3;4;4;4;4;76;53;7653;;;8;8;7653;765301;7652;5242;8;2;;1;0;0;1;1;2;1;2;2;1;1;1;1;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;8;1;9;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;1;;99999;;99999;;99999;0;0;18;0,0;0;1;1;2;2;3;10,8465123;2024-07-19 13:27:00;52;5242;49;0;2;2;1;1;1;223;2;1;;;2;1;2;2;5;3;2;2;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;2;;1;0;0;1;0;0;0;2;;2;;;1;2;2;2;2;1;1;2;2;2;2;1;1;2;;2;;;;1;1;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;1;2;;2;;;40;59;40;59;2;;;;;1;2;1;2;2;2;;;6;6;1412;1412.0;706.0;706.0;1,0;23,4277408452712;5242
04026;52;5242;49;04026-1;1;38;99999;99999;38;1;1;99999;5;99999;1;;99999;4;12;99999;1;2;99999;1;4;4;4;4;4;76;22;76221100;;;30;1;7652;76520025;7652;76520025;6;;;1;0;0;1;1;2;1;2;2;2;;;;1;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;1;3;44;1;40;2;2;2;2;2;2;1;;7;1;3;;;;1;1;1700;1700;0;0;;99999;;99999;36;;99999;1;1;2;2;5;16,69177453;2024-07-19 12:59:00;52;5242;49;0;1;1;1;1;1;380;1;1;;;1;4;1;1;2;1;1;2;1;1;2;;;;;;;2;1;1;1;0;0;1;2;2;2;;;;;2;;1;0;0;1;0;0;0;2;;2;;;1;2;2;2;2;1;1;2;2;2;1;1;1;2;;2;;;;1;1;1;2;2;1;0;1;0;0;0;0;0;0;1;0;0;1;2;;2;;;40;59;59;59;1;0;0;9;0;2;;;;;;;;6;1;;;;;1,0;23,4277408452712;5242
04039;52;5242;49;04039-1;1;53;99999;99999;53;1;1;99999;5;99999;1;1;04039-2;4;1;99999;2;1;04039-2;1;4;4;4;4;4;76;53;7653;;;40;40;;;7652;5242;1;2;;1;0;1;0;1;2;1;2;2;1;1;1;40;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;24;0;40;1;40;2;1;2;2;2;2;2;;2;;1;3;;;;1;0;0;;99999;;99999;;99999;20;;99999;1;1;2;2;5;10,8465123;2024-07-11 16:26:00;52;5242;49;0;4;4;1;1;2;;2;1;;;1;1;2;1;7;3;2;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;1;2;1;2;1;1;2;2;2;1;1;2;2;;1;1;;;1;1;1;1;2;1;1;0;2;0;0;1;0;0;2;0;0;0;2;;2;;;40;40;40;40;1;0;1;0;0;2;;;;;;;;4;4;;;;;1,0;23,4277408452712;5242
04039;52;5242;49;04039-2;2;47;99999;99999;47;2;2;99999;5;99999;2;;99999;1;1;99999;2;1;04039-1;2;3;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;2;;;;2;1;2;16;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;6;2;2;2;;99999;2;;99999;1;1;0;30;1;40;2;2;2;2;2;2;1;;7;1;3;;;;1;1;0;0;;99999;;99999;;99999;14;;99999;1;1;2;2;2;11,62445336;2024-07-11 16:26:00;52;5242;49;0;4;4;1;1;2;;2;1;;;1;1;2;1;7;3;2;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;1;2;1;2;1;1;2;2;2;1;1;2;2;;1;1;;;1;1;1;1;2;1;1;0;2;0;0;1;0;0;2;0;0;0;2;;2;;;40;40;40;40;1;0;1;0;0;2;;;;;;;;4;4;;;;;1,0;23,4277408452712;5242
04039;52;5242;49;04039-3;3;29;99999;99999;29;1;1;99999;5;99999;4;;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;1;1;2;;;;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;4;0;;1;40;;;;;;;1;;7;;1;1;;;;1;0;0;;99999;;99999;;99999;7;;99999;1;1;2;2;5;15,15640684;2024-07-11 16:26:00;52;5242;49;0;4;4;1;1;2;;2;1;;;1;1;2;1;7;3;2;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;1;2;1;2;1;1;2;2;2;1;1;2;2;;1;1;;;1;1;1;1;2;1;1;0;2;0;0;1;0;0;2;0;0;0;2;;2;;;40;40;40;40;1;0;1;0;0;2;;;;;;;;4;4;;;;;1,0;23,4277408452712;5242
04039;52;5242;49;04039-4;4;26;99999;99999;26;1;1;99999;5;99999;4;;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;1;2;2;;;;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;1;0;40;1;40;2;2;2;2;2;2;1;;7;1;1;3;;;;1;0;0;;99999;;99999;;99999;14;;99999;1;1;2;2;5;15,15640684;2024-07-11 16:26:00;52;5242;49;0;4;4;1;1;2;;2;1;;;1;1;2;1;7;3;2;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;3;1;2;3;1;1;2;1;2;1;1;2;2;2;1;1;2;2;;1;1;;;1;1;1;1;2;1;1;0;2;0;0;1;0;0;2;0;0;0;2;;2;;;40;40;40;40;1;0;1;0;0;2;;;;;;;;4;4;;;;;1,0;23,4277408452712;5242
04042;52;5242;49;04042-1;1;20;99999;99999;20;2;2;99999;5;99999;1;;99999;1;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;;;15;15;;;7652;5242;1;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;2;;;1;1;;1;1;1;40;2;2;2;2;2;2;2;1;2;;8;1;5;2;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;18;0,0;0;1;1;2;2;4;15,85490611;2024-07-15 16:11:00;52;5242;49;1;1;2;1;1;2;;2;3;;500;;1;2;2;6;3;1;1;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;;1;1;1;1;;;1;1;1;1;2;1;1;0;1;1;1;0;0;0;3;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;2;;;;;;;;6;7;0;0.0;0.0;0.0;1,0;23,4277408452712;5242
04042;52;5242;49;04042-2;2;7;99999;99999;7;1;;99999;;99999;12;;99999;1;1;99999;;;99999;;2;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;;;0;0;0;0;1;2;2;1;2;1;1;1;40;2;;;;2;1;;1;1;1;40;2;2;2;2;2;2;2;2;1;;9;1;4;1;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;1;;;;2;21,10060098;2024-07-15 16:11:00;52;5242;49;1;1;2;1;1;2;;2;3;;500;;1;2;2;6;3;1;1;1;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;2;1;1;2;2;2;1;1;1;1;1;1;2;;1;1;1;1;;;1;1;1;1;2;1;1;0;1;1;1;0;0;0;3;0;0;1;2;;2;;;40;59;59;59;1;0;1;0;0;2;;;;;;;;6;7;0;0.0;0.0;0.0;1,0;23,4277408452712;5242
04054;52;5242;49;04054-1;1;25;99999;99999;25;2;2;99999;5;99999;1;;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;52;76520110;2;2;;;;;;5242;;;;1;0;0;1;1;1;1;2;2;1;1;1;40;2;2;;;1;2;1;;;;;;;;;;;;;;;;;;;;;14;1;10;2;2;2;;99999;2;;99999;1;1;5;44;1;40;2;1;1;2;2;2;2;;2;1;3;;;;1;1;1724;1724;0;0;;99999;;99999;;;99999;1;1;2;2;7;19,07315386;2024-07-14 12:23:00;52;5242;49;0;1;1;1;1;2;;2;1;;;1;1;2;4;2;1;1;2;2;1;1;1;0;0;0;0;0;1;2;;;;;1;2;2;2;;;;;1;2;2;;;;;;;1;4;1;1;2;1;2;2;2;2;2;1;2;2;2;1;1;1;2;;2;;;;1;1;1;2;2;0;0;0;0;0;0;0;0;0;1;2;0;0;2;;2;;;40;59;40;40;2;;;;;2;;;;;;;;5;1;;;;;1,0;23,4277408452712;5242
04069;52;5242;49;04069-1;1;17;99999;99999;17;2;;99999;;99999;1;;99999;2;1;99999;1;2;99999;;4;4;4;3;4;76;52;76520030;2;2;;;;;;5242;;;;1;0;0;0;1;2;1;2;2;1;1;1;40;1;2;;;1;1;;1;1;1;40;2;2;2;2;2;2;2;2;1;;9;2;5;2;;;;;;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;200;200;0;0;14;200,0;200;1;;;;4;15,1796306;2024-07-13 15:06:00;52;5242;49;0;1;1;1;1;2;;2;3;;700;;1;2;1;4;2;1;1;2;1;2;;;;;;;2;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;2;1;1;1;2;2;1;1;2;2;2;1;2;;2;;1;1;;;1;1;1;1;2;;;;;;;;;;1;0;0;1;2;;2;;;40;59;59;59;1;0;1;2;0;1;2;2;2;1;2;;;6;1;200;200.0;200.0;200.0;1,0;23,4277408452712;5242
04077;52;5242;49;04077-1;1;65;99999;99999;65;1;1;99999;5;99999;1;1;04077-2;4;4;99999;4;1;04077-2;1;3;4;4;4;4;76;41;76410690;;;0;0;7641;76410690;7641;76410690;1;2;;1;0;1;0;1;2;1;2;2;1;2;4;56;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;1;1500;1500;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;14;1500,0;1500;1;1;2;2;5;9,368808155;2024-07-16 13:38:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;3;6;3;2;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;5;1;1;5;2;1;1;2;2;1;1;2;2;2;2;1;1;2;;1;2;;;1;1;1;2;2;1;1;0;2;0;0;1;0;0;1;0;1;1;2;;1;1;2;40;59;59;59;2;;;;;2;;;;;;;;5;6;;;;;1,0;23,4277408452712;5242
04077;52;5242;49;04077-2;2;67;99999;99999;67;2;2;99999;5;99999;2;;99999;1;1;99999;5;1;04077-1;1;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;2;;1;0;0;;1;2;1;2;2;;;;;1;1;3;18;1;2;1;;;;;;;;;;;;;;;;;;;;;14;1;12;2;2;1;;99999;2;;99999;1;;;53;1;40;2;1;2;2;2;2;2;;2;1;7;;1;1;;1;;99999;0;0;;99999;;99999;14;;99999;1;1;2;2;7;12,70447592;2024-07-16 13:38:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;3;6;3;2;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;5;1;1;5;2;1;1;2;2;1;1;2;2;2;2;1;1;2;;1;2;;;1;1;1;2;2;1;1;0;2;0;0;1;0;0;1;0;1;1;2;;1;1;2;40;59;59;59;2;;;;;2;;;;;;;;5;6;;;;;1,0;23,4277408452712;5242
04084;52;5242;49;04084-1;1;66;99999;99999;66;1;1;99999;5;99999;1;1;04084-2;4;1;99999;2;1;04084-2;2;4;4;4;4;4;76;31;76310560;;;23;23;;;7652;5242;2;1;40;1;0;1;0;1;2;1;2;2;2;;;;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;4;2;2;2;;99999;2;;99999;1;3;0;6;1;40;2;1;2;2;2;2;2;;2;1;7;;2;2;;2;100;100;;99999;;99999;0;0;7;;99999;1;1;2;2;2;9,368808155;2024-07-18 13:58:00;52;5242;49;0;2;2;1;1;2;;2;1;;;2;1;2;2;6;2;1;1;1;1;2;;;;;;;1;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;2;1;1;1;2;2;1;2;1;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;0;0;1;0;0;0;0;0;1;0;0;0;2;;2;;;40;40;40;40;2;;;;;2;;;;;;;;6;6;;;;;1,0;23,4277408452712;5242
04084;52;5242;49;04084-2;2;53;99999;99999;53;2;1;99999;5;99999;2;;99999;4;1;99999;2;1;04084-1;2;4;4;4;4;4;76;52;76521250;1;;23;23;;;7652;5242;1;2;;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;3;17;1;2;1;;;;;;;;;;;;;;;;;;;;;7;2;4;2;2;2;;99999;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;14;0,0;0;1;1;2;2;2;15,95959036;2024-07-18 13:58:00;52;5242;49;0;2;2;1;1;2;;2;1;;;2;1;2;2;6;2;1;1;1;1;2;;;;;;;1;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;1;2;2;1;1;1;2;2;1;2;1;2;2;1;2;;2;;2;;;;1;1;2;2;2;1;0;0;1;0;0;0;0;0;1;0;0;0;2;;2;;;40;40;40;40;2;;;;;2;;;;;;;;6;6;;;;;1,0;23,4277408452712;5242
04136;52;5242;49;04136-1;1;51;99999;99999;51;1;1;99999;5;99999;1;1;04136-2;4;1;99999;2;1;04136-2;1;4;4;4;4;4;76;52;76520580;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;2;;;;2;;;;1;2;1;;;;;;;;;;;;;;;;;;;;;9;1;3;2;2;2;;99999;2;;99999;1;20;0;;1;42;2;2;2;2;1;2;2;;5;;7;;2;2;;2;1412;1412;0;0;;99999;;99999;7;;99999;1;1;2;2;5;10,8465123;2024-07-17 17:45:00;52;5242;49;1;2;3;1;1;2;;2;1;;;1;1;2;2;3;1;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;;;;1;1;2;2;1;1;0;0;1;0;0;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
04136;52;5242;49;04136-2;2;42;99999;99999;42;2;2;99999;5;99999;2;;99999;4;1;99999;2;1;04136-1;2;4;4;4;4;4;76;52;76522170;2;1;;28;;;;5242;2;2;;0;0;0;0;2;;;;;2;;;;2;1;1;17;1;2;1;;;;;;;;;;;;;;;;;;;;;8;2;5;1;1;2;;99999;2;;99999;1;15;0;;1;42;2;2;2;2;2;2;1;;7;;7;;2;2;;2;600;600;0;0;;99999;;99999;22;;99999;1;1;2;2;2;15,86680205;2024-07-17 17:45:00;52;5242;49;1;2;3;1;1;2;;2;1;;;1;1;2;2;3;1;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;;;;1;1;2;2;1;1;0;0;1;0;0;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
04136;52;5242;49;04136-3;3;8;99999;99999;8;1;;99999;;99999;4;;99999;1;1;99999;;;99999;;4;4;4;4;4;76;52;76520030;2;2;;;;;;5242;;;;1;0;0;0;1;2;1;1;2;2;;;;2;;;;1;1;;1;1;1;40;2;2;2;2;2;2;2;2;1;;9;1;4;4;;;;;;;;;;99999;;;99999;;;;;;;;;;;;;;;;;;;;;;;;99999;;99999;;99999;;99999;;0,0;0;1;;;;2;21,10060098;2024-07-17 17:45:00;52;5242;49;1;2;3;1;1;2;;2;1;;;1;1;2;2;3;1;1;1;2;1;2;;;;;;;2;1;0;1;0;0;1;2;2;2;;;;;1;2;2;;;;;;;2;;2;;;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;;;;1;1;2;2;1;1;0;0;1;0;0;1;0;0;1;0;0;0;2;;2;;;40;59;59;59;2;;;;;2;;;;;;;;6;3;;;;;1,0;23,4277408452712;5242
04271;52;5242;49;04271-1;1;79;99999;99999;79;2;2;99999;8;99999;1;2;99999;4;2;99999;5;2;99999;2;4;4;3;4;4;76;52;76520580;2;2;;;;;;5242;;2;;1;0;1;0;1;2;1;2;2;1;1;1;40;2;1;13;20;1;2;1;;;;;;;;;;;;;;;;;;;;;9;2;2;2;2;1;1412;1434,582794;2;;99999;2;;;;;;;;;;;;;;;;;;;;;2;;99999;;99999;;99999;0;0;44;1412,0;1434,582794;0,984258285;1;2;2;4;10,16547551;2024-03-13 09:26:00;52;5242;49;0;2;2;1;1;2;;2;1;;;1;1;2;2;8;4;2;1;2;1;2;;;;;;;1;1;1;0;0;0;1;2;2;2;;;;;1;2;2;;;;;;;1;2;2;;;1;2;1;;1;1;2;2;2;2;1;2;;2;;1;1;;;1;1;2;2;2;1;1;1;0;0;0;1;0;0;1;0;0;0;2;;2;;;12;59;59;59;2;;;;;2;;;;;;;;6;2;1412;1434.58279385162;706.0;717.291396925811;0,984258284744242;23,4277408452712;5242
